event,lepton_index,pid,pT,eta,phi
0,0,|,|,|,|
0,1,|,|,|,|
0,2,|,|,|,|
0,3,|,|,|,|
0,4,|,|,|,|
0,5,|,|,|,|
0,6,|,|,|,|
0,7,|,|,|,|
0,8,|,|,|,|
0,9,|,|,|,|
0,10,|,|,|,|
0,11,|,|,|,|
0,12,|,|,|,|
0,13,|,|,|,|
0,14,|,|,|,|
759,2,13,32.818,0.587,-2.880
759,3,-13,5.180,2.857,1.203
760,0,13,19.913,2.536,2.728
760,1,-13,15.932,0.528,-0.927
760,2,13,13.206,0.661,-2.044
760,3,-13,24.927,-0.205,1.185
760,4,11,0.006,4.107,-0.487
760,5,-11,0.033,4.384,-0.277
760,6,11,0.377,4.378,2.423
760,7,-11,0.023,4.642,2.129
761,0,11,9.075,0.727,-2.136
761,1,-11,33.390,1.713,-2.575
761,2,13,12.669,3.032,-2.457
761,3,-13,29.696,-0.131,-3.092
761,4,13,0.370,-6.584,-1.402
761,5,-13,0.034,-8.489,-0.543
762,0,13,6.823,-1.127,1.738
762,1,-13,2.942,2.152,1.545
762,2,11,27.659,-0.209,-1.476
762,3,-11,67.854,-0.988,1.732
763,0,-11,16.490,0.329,-2.530
763,1,11,8.594,-1.225,2.543
763,2,11,26.654,-0.825,1.821
763,3,-11,40.039,0.934,-1.810
763,4,13,0.453,-1.659,-0.182
764,0,13,21.375,-0.647,-0.764
764,1,-13,13.539,-0.689,0.087
764,2,11,58.275,-0.906,1.218
764,3,-11,25.278,0.274,-1.952
764,4,-11,0.540,0.211,-2.567
765,0,11,71.670,-1.805,1.842
765,1,-11,58.792,-0.592,2.469
765,2,-13,3.827,-2.403,-1.070
765,3,13,17.479,-0.400,1.817
765,4,13,1.266,-2.973,-2.401
765,5,11,0.034,5.421,-1.518
765,6,-11,0.822,-1.537,-2.028
765,7,11,0.025,-1.404,-1.765
765,8,-11,0.018,-1.886,-1.189
765,9,11,0.093,-0.781,2.806
765,10,-11,0.307,-0.934,3.126
765,11,13,0.285,2.924,1.648
765,12,-13,0.210,1.924,-2.033
765,13,11,0.036,1.444,-0.742
765,14,-11,0.701,1.637,-1.091
765,15,11,0.310,0.646,0.650
765,16,-11,0.133,0.645,0.669
766,0,13,29.882,1.622,-0.239
766,1,-13,48.480,0.387,2.374
766,2,13,1.355,-1.212,-0.222
766,3,-13,27.383,0.774,-0.860
767,0,13,22.107,2.576,0.370
767,1,-13,27.429,0.088,-3.034
767,2,-13,5.295,-1.143,2.058
767,3,13,7.336,0.803,0.498
768,0,11,20.701,3.726,-0.142
768,1,-11,6.969,2.411,-0.552
768,2,13,25.297,1.159,0.050
768,3,-13,52.566,3.200,-0.612
768,4,11,0.015,1.806,-1.450
768,5,-11,0.164,1.826,-1.470
769,0,13,31.909,-0.353,-2.679
769,1,-13,19.743,2.068,0.765
769,2,13,16.990,0.577,-0.249
769,3,-13,7.457,-0.787,0.635
769,4,11,0.642,3.310,1.828
769,5,-11,0.076,3.363,1.825
770,0,11,6.096,1.807,-0.170
770,1,-11,28.970,2.053,2.400
770,2,-11,10.601,3.961,-0.408
770,3,11,7.006,-0.723,-2.996
770,4,11,0.015,1.071,1.456
770,5,-11,0.014,1.255,1.481
771,0,11,35.759,-1.100,1.936
771,1,-11,26.767,0.016,-1.894
771,2,13,12.168,-1.608,-1.885
771,3,-13,35.363,-0.101,1.552
771,4,11,0.121,4.948,-1.059
771,5,-11,0.286,4.939,-1.060
771,6,11,0.099,-1.027,-2.570
771,7,-11,0.144,-1.506,-0.345
772,0,11,38.497,1.128,-0.551
772,1,-11,18.611,1.819,3.086
772,2,11,25.929,1.347,2.131
772,3,-11,28.718,0.291,-2.839
772,4,-11,2.073,-0.148,0.142
772,5,11,0.057,-3.693,-1.198
772,6,-11,0.113,-3.074,-0.859
772,7,11,0.059,3.120,0.377
772,8,-11,0.063,2.687,0.789
772,9,11,0.041,2.124,-2.382
772,10,-11,0.029,2.325,2.296
772,11,11,0.008,-0.422,-2.103
772,12,-11,0.068,-0.281,-1.928
773,0,-11,27.486,-2.560,-3.128
773,1,11,16.310,-1.746,2.836
773,2,11,21.545,-0.666,-2.133
773,3,-11,20.230,-3.611,2.503
774,0,11,26.721,0.116,1.813
774,1,-11,39.453,0.544,1.546
774,2,11,5.491,-1.988,1.435
774,3,-11,120.109,0.608,1.525
774,4,11,0.035,5.978,-0.455
774,5,-11,0.516,6.190,-0.436
775,0,13,2.251,-1.661,-0.743
775,1,-13,30.821,0.013,0.478
775,2,11,25.058,-0.838,-1.169
775,3,-11,40.932,-0.103,2.204
776,0,13,43.500,0.936,-0.732
776,1,-13,16.010,-1.391,1.980
776,2,13,7.712,1.098,-1.292
776,3,-13,13.160,1.262,2.135
777,0,11,6.755,-2.228,0.992
777,1,-11,30.358,0.602,0.583
777,2,11,43.825,0.826,0.357
777,3,-11,16.561,-1.175,0.907
777,4,-13,0.474,-0.580,1.191
777,5,11,0.735,-0.117,-0.772
777,6,11,0.145,3.965,-1.108
777,7,-11,0.058,4.078,-1.132
778,0,-11,32.590,0.248,-1.494
778,1,11,190.671,0.504,-2.611
778,2,11,6.154,0.854,0.241
778,3,-11,4.655,1.529,-2.586
778,4,11,0.134,8.069,-0.411
778,5,-11,0.027,8.071,-0.417
778,6,11,0.071,-4.099,0.006
778,7,-11,0.037,-4.294,-0.113
779,0,11,16.745,1.435,0.011
779,1,-11,49.712,2.213,2.593
779,2,-13,5.078,3.816,-1.026
779,3,13,34.212,2.754,-1.383
779,4,-13,0.826,3.352,1.037
779,5,11,0.861,3.180,0.502
779,6,-11,0.715,3.179,0.499
780,0,11,21.071,1.397,-1.866
780,1,-11,60.402,-0.303,2.413
780,2,11,15.778,0.192,-2.821
780,3,-11,12.798,1.074,-1.225
781,0,13,13.576,-0.239,-1.226
781,1,-13,16.631,-0.922,3.033
781,2,13,24.078,0.689,-3.122
781,3,-13,38.879,-1.225,0.362
781,4,-13,0.353,2.147,-0.694
781,5,-13,2.014,-1.994,1.484
781,6,11,0.025,-5.527,1.878
781,7,-11,0.108,-5.493,1.870
781,8,13,0.127,0.988,-2.063
782,0,-13,23.948,-1.239,1.036
782,1,13,13.042,-4.567,-0.251
782,2,11,16.470,-3.119,-2.975
782,3,-11,9.574,-2.310,-1.136
782,4,11,0.739,-0.292,1.365
782,5,-11,1.343,-0.309,1.366
782,6,11,0.390,0.792,-2.964
782,7,-11,0.478,0.842,-2.876
782,8,11,0.111,2.056,-2.230
782,9,-11,0.004,2.697,-1.968
783,0,13,11.720,1.003,-2.027
783,1,-13,15.529,2.220,2.254
783,2,13,51.127,2.848,1.995
783,3,-13,17.683,1.157,-1.147
783,4,11,0.174,5.765,2.875
783,5,-11,0.110,5.718,2.879
784,0,13,31.592,0.258,-0.877
784,1,-13,19.938,0.805,-2.071
784,2,11,40.914,0.702,-2.364
784,3,-11,87.813,-0.093,-0.989
784,4,11,0.028,-3.595,-2.279
784,5,-11,0.414,-3.612,-2.254
784,6,11,0.054,4.373,2.194
784,7,-11,0.063,3.715,1.618
784,8,11,0.021,1.806,0.622
784,9,-11,0.062,1.770,0.934
785,0,11,16.489,0.466,-2.042
785,1,-11,53.504,1.414,-2.445
785,2,-11,12.973,2.563,0.310
785,3,11,51.542,0.701,-1.980
785,4,11,0.160,-6.535,-2.890
785,5,-11,0.252,-6.593,-2.977
786,0,11,51.050,-1.408,-2.857
786,1,-11,42.793,-1.187,-0.197
786,2,13,1.359,-4.524,2.220
786,3,-13,11.683,-2.398,2.357
787,0,11,47.220,1.918,1.825
787,1,-11,34.158,3.060,-1.944
787,2,11,12.382,3.048,-0.961
787,3,-11,14.124,2.526,-1.624
787,4,11,0.123,3.640,-1.352
787,5,-11,0.016,3.832,-1.083
788,0,13,8.717,1.677,-2.068
788,1,-13,2.391,-2.095,-0.396
788,2,11,41.760,0.896,-0.366
788,3,-11,16.700,-1.386,2.437
789,0,-11,21.976,1.680,1.276
789,1,11,27.004,4.131,-2.459
789,2,13,17.317,3.126,-1.975
789,3,-13,13.934,2.518,0.950
789,4,11,0.233,-0.015,-0.357
789,5,-11,0.060,-0.290,-0.941
790,0,-13,11.529,1.958,1.438
790,1,13,93.766,1.266,-2.677
790,2,11,18.162,1.452,-2.273
790,3,-11,25.922,2.497,2.140
790,4,11,0.083,-2.738,2.023
790,5,-11,0.002,-2.535,1.346
791,0,13,7.192,0.754,-1.861
791,1,-13,22.796,-0.231,2.876
791,2,13,6.058,2.597,-1.019
791,3,-13,20.933,-1.239,0.570
792,0,13,16.961,1.554,0.561
792,1,-13,24.563,2.176,-0.144
792,2,11,18.190,0.418,-0.670
792,3,-11,42.792,2.245,2.382
792,4,11,0.039,4.072,-2.422
792,5,-11,0.077,4.769,-2.288
793,0,13,21.656,-0.109,-0.064
793,1,-13,23.793,-0.421,-2.983
793,2,13,29.949,-1.336,-1.006
793,3,-13,26.551,0.258,2.487
793,4,11,0.121,-2.525,3.133
793,5,-11,0.031,-2.523,-3.140
793,6,11,0.389,2.243,1.815
793,7,-11,0.110,2.231,1.821
793,8,11,0.197,-3.796,0.294
793,9,-11,0.010,-4.050,0.103
793,10,-13,0.986,-1.636,-1.710
794,0,-13,24.318,-0.956,0.414
794,1,13,17.051,1.744,-2.368
794,2,11,10.440,1.319,-2.170
794,3,-11,10.776,-1.194,1.699
795,0,-13,18.637,0.628,2.187
795,1,13,12.617,-0.660,-2.971
795,2,-13,6.232,-3.453,-1.004
795,3,13,11.115,-2.535,0.192
795,4,11,0.033,-6.060,0.492
795,5,-11,0.118,-6.238,0.392
796,0,-13,69.257,-1.282,0.955
796,1,13,26.713,-1.496,-2.221
796,2,11,25.527,-1.297,1.893
796,3,-11,13.841,-1.144,-0.584
796,4,11,0.059,-2.357,-2.564
796,5,-11,0.126,-2.325,-2.579
796,6,11,0.133,1.500,-3.028
796,7,-11,0.158,1.498,-3.028
796,8,11,0.030,3.872,1.653
796,9,-11,0.052,3.862,1.647
796,10,11,0.254,-3.536,-2.419
796,11,-11,0.005,-4.119,-2.141
797,0,13,12.261,-1.511,1.510
797,1,-13,33.727,1.560,-0.207
797,2,11,17.819,-0.097,2.543
797,3,-11,5.123,0.322,-1.931
798,0,11,41.391,0.345,2.124
798,1,-11,27.988,0.787,-0.974
798,2,-11,5.410,2.504,0.209
798,3,11,22.416,1.946,-1.565
798,4,11,0.203,6.398,0.060
798,5,-11,0.079,6.290,-0.089
798,6,11,0.429,0.674,1.840
798,7,11,0.079,-6.674,1.647
798,8,-11,0.243,-7.018,1.859
798,9,-13,1.701,1.070,2.057
798,10,11,0.053,-2.763,-0.951
798,11,-11,0.085,-2.830,-1.058
798,12,11,0.732,-6.677,-2.054
798,13,-11,0.277,-6.620,-2.103
799,0,-11,3.064,4.394,-0.151
799,1,11,23.508,2.957,1.952
799,2,11,34.826,3.817,-0.737
799,3,-11,23.600,1.663,2.832
799,4,11,0.192,0.496,-1.463
799,5,-11,0.123,0.482,-1.340
800,0,-13,16.312,1.302,-0.457
800,1,13,15.077,-0.234,-1.835
800,2,11,21.817,1.987,-2.527
800,3,-11,34.511,-0.212,-0.146
800,4,11,0.120,-0.054,2.664
800,5,-11,0.014,-0.190,2.548
800,6,-11,0.255,2.368,0.158
800,7,11,0.244,-2.443,-1.409
800,8,-11,0.004,-2.950,-2.300
801,0,-13,35.649,-0.194,-2.898
801,1,13,53.305,0.062,1.298
801,2,13,12.765,-0.123,0.623
801,3,-13,32.194,-0.047,1.903
801,4,11,3.641,0.618,-0.869
801,5,-11,0.814,0.619,-0.869
801,6,13,1.623,-0.378,2.686
802,0,13,11.124,1.717,-0.864
802,1,-13,3.950,-3.503,2.353
802,2,13,14.755,-0.884,0.966
802,3,-13,16.401,-0.882,-2.566
803,0,13,4.025,1.483,1.411
803,1,-13,21.562,0.708,-0.406
803,2,13,29.004,1.402,-2.659
803,3,-13,48.850,-0.052,1.085
803,4,-11,0.017,-2.598,-1.744
803,5,11,0.033,-2.362,-1.857
804,0,-11,20.850,0.813,1.276
804,1,11,7.761,0.177,0.162
804,2,11,39.472,0.341,-1.663
804,3,-11,30.603,1.949,2.242
805,0,-11,49.368,0.794,-2.222
805,1,11,42.633,0.046,1.778
805,2,11,16.799,0.699,0.749
805,3,-11,8.007,-0.684,-2.406
806,0,13,41.139,3.064,2.127
806,1,-13,51.791,2.620,-0.613
806,2,11,2.656,2.318,0.003
806,3,-11,26.666,2.633,-2.716
806,4,11,0.171,-3.213,-0.457
806,5,-11,0.363,-3.187,-0.432
806,6,11,0.062,3.793,-0.314
806,7,-11,0.017,3.748,-0.334
806,8,11,0.058,-2.408,-1.976
806,9,-11,0.164,-1.740,-1.857
807,0,13,128.410,1.050,-0.109
807,1,-13,189.155,1.334,0.413
807,2,-11,40.374,1.074,0.085
807,3,11,19.008,1.085,0.079
807,4,-11,17.806,1.384,0.404
807,5,11,97.741,1.096,0.078
807,6,13,0.404,1.954,2.587
808,0,-11,38.503,1.263,-1.593
808,1,11,80.663,-0.140,-2.206
808,2,11,6.277,-0.713,1.803
808,3,-11,14.895,0.075,-3.124
808,4,11,0.045,4.494,-1.286
808,5,-11,0.037,4.730,-1.337
808,6,11,0.334,0.930,0.180
808,7,-11,0.145,0.888,-0.148
809,0,13,53.012,-0.498,1.277
809,1,-13,95.120,-0.578,1.478
809,2,13,27.461,-1.186,2.243
809,3,-13,185.786,-0.515,1.110
809,4,11,1.584,5.004,-0.481
810,0,13,14.435,-2.544,1.434
810,1,-13,18.510,-2.405,-0.847
810,2,13,19.415,-1.275,2.488
810,3,-13,26.004,-3.946,-1.384
811,0,11,29.381,1.066,-0.243
811,1,-11,27.967,3.165,2.309
811,2,-13,2.657,4.584,1.309
811,3,13,20.661,1.912,2.206
811,4,11,0.026,-5.266,-2.049
811,5,-11,0.276,-5.316,-2.061
812,0,-13,39.557,-1.869,2.163
812,1,13,48.647,-1.230,-1.299
812,2,11,18.163,-1.615,-2.502
812,3,-11,11.691,-2.404,0.063
813,0,13,45.024,-0.341,-0.825
813,1,-13,34.886,1.095,-1.664
813,2,-13,28.914,0.238,0.502
813,3,13,10.737,0.442,2.738
813,4,11,0.233,-1.886,-0.420
813,5,-11,0.877,-1.950,-0.384
814,0,-11,37.479,1.895,-1.828
814,1,11,46.390,2.085,1.521
814,2,13,21.647,3.307,1.247
814,3,-13,5.320,1.733,-0.834
814,4,11,0.264,3.949,-2.437
814,5,-11,0.118,3.963,-2.290
815,0,11,30.235,1.106,-0.050
815,1,-11,11.173,1.431,2.936
815,2,-11,15.944,2.392,-0.462
815,3,11,56.360,1.346,2.071
815,4,11,0.047,-1.919,-0.436
815,5,-11,0.219,-1.881,-0.452
816,0,13,12.018,-1.324,-2.830
816,1,-13,11.066,0.404,0.509
816,2,-13,28.696,-0.004,2.738
816,3,13,64.176,-0.632,-0.477
816,4,11,0.273,-1.073,0.052
816,5,-11,0.075,-1.047,0.085
816,6,11,0.806,-5.169,-0.002
816,7,-11,0.048,-5.352,-0.106
816,8,11,0.048,-5.279,-1.055
816,9,-11,0.061,-4.849,-0.911
816,10,11,0.021,4.090,0.754
816,11,-11,0.259,3.759,1.213
816,12,11,0.008,-3.921,-3.085
816,13,-11,0.146,-2.910,-2.333
816,14,11,0.068,-1.892,0.546
816,15,-11,0.066,-1.903,0.529
817,0,11,69.020,2.030,1.726
817,1,-11,19.026,1.500,0.011
817,2,11,49.687,1.955,1.556
817,3,-11,29.959,2.171,-3.071
818,0,11,12.062,-1.213,0.157
818,1,-11,15.778,-0.268,2.519
818,2,11,22.512,1.086,1.701
818,3,-11,31.523,-1.166,-1.627
818,4,11,0.828,-1.050,-0.000
818,5,-11,0.562,-1.054,-0.003
818,6,11,0.060,0.752,-0.866
818,7,-11,0.310,0.733,-0.831
818,8,11,0.004,0.918,-2.120
818,9,-11,0.018,0.778,-2.225
819,0,11,10.358,-3.621,-2.516
819,1,-11,16.122,-2.105,0.887
819,2,-13,25.464,-1.931,2.197
819,3,13,27.259,-4.176,-0.879
819,4,11,0.041,-0.120,2.071
819,5,-11,0.140,-0.399,2.916
820,0,11,45.528,-0.080,2.519
820,1,-11,2.386,-1.512,0.415
820,2,11,31.081,-0.966,2.705
820,3,-11,128.148,0.301,2.048
820,4,11,0.061,-1.368,0.851
820,5,-11,0.086,-0.616,0.525
821,0,13,14.975,-0.906,0.566
821,1,-13,9.639,1.884,-2.024
821,2,11,49.692,0.183,1.008
821,3,-11,23.373,-0.393,-2.134
821,4,11,0.035,-1.333,1.803
821,5,-11,1.360,-1.416,1.840
821,6,11,0.174,-4.651,-1.088
821,7,-11,0.036,-4.755,-1.135
821,8,11,0.035,-3.638,-0.907
821,9,-11,0.254,-4.068,-0.193
821,10,11,0.232,-3.791,-0.958
821,11,-11,0.057,-3.743,-1.046
821,12,11,0.008,-4.398,-0.142
821,13,-11,0.014,-2.740,2.089
822,0,13,15.670,1.565,-1.732
822,1,-13,5.654,2.709,-2.137
822,2,-13,23.605,2.428,1.434
822,3,13,35.097,0.415,-0.345
823,0,11,18.514,0.332,0.717
823,1,-11,59.030,-1.783,1.330
823,2,13,4.655,0.630,-1.074
823,3,-13,25.716,-1.125,1.746
823,4,13,1.516,-1.322,-2.421
824,0,11,31.214,-0.710,0.068
824,1,-11,67.744,-0.616,-2.172
824,2,13,15.385,-1.150,-1.970
824,3,-13,18.654,-0.760,1.412
824,4,11,0.246,-0.584,0.648
824,5,-11,0.084,-0.446,0.383
824,6,11,0.182,1.746,-0.954
824,7,-11,0.013,1.680,-1.051
824,8,11,0.229,-3.371,1.464
824,9,-11,0.118,-3.557,1.532
825,0,13,4.429,4.297,0.983
825,1,-13,36.175,0.289,-1.005
825,2,-13,5.905,-0.279,-1.075
825,3,13,15.763,2.095,-0.524
825,4,11,0.056,-2.772,-1.375
825,5,-11,0.010,-2.705,-0.996
825,6,11,0.192,-0.446,-0.880
825,7,-11,0.259,-0.513,-0.942
826,0,11,42.585,0.846,-2.848
826,1,-11,46.823,0.837,0.058
826,2,13,5.167,0.142,1.763
826,3,-13,31.383,0.634,2.802
826,4,11,0.044,-4.313,3.011
826,5,-11,0.211,-4.154,3.088
826,6,11,0.179,-0.087,-2.923
826,7,-11,0.020,-0.089,-2.946
827,0,13,16.417,-4.254,1.970
827,1,-13,24.201,-1.319,-1.797
827,2,-11,5.084,-0.835,-0.822
827,3,11,12.553,-1.841,2.419
827,4,13,0.814,3.463,-2.232
827,5,11,0.609,3.352,-0.751
827,6,-11,0.328,3.430,-0.739
827,7,11,0.011,0.311,0.202
827,8,-11,0.019,0.908,-1.629
828,0,13,17.140,-1.215,0.167
828,1,-13,12.036,-0.681,-1.452
828,2,13,40.211,-0.602,2.372
828,3,-13,20.837,-2.473,-0.468
828,4,11,0.040,4.499,-2.438
828,5,-11,0.080,4.169,-1.835
828,6,11,0.086,1.022,0.636
828,7,-11,0.025,1.075,0.819
829,0,-11,13.389,-2.368,1.303
829,1,11,6.623,-1.425,0.548
829,2,11,41.655,-3.192,1.481
829,3,-11,50.993,-3.102,-2.043
830,0,13,60.832,0.646,2.958
830,1,-13,38.813,1.024,-1.000
830,2,-11,1.983,-0.763,0.255
830,3,11,28.426,1.519,2.917
830,4,11,0.659,4.191,0.023
830,5,-11,0.156,4.201,-0.220
831,0,13,59.155,0.481,-2.796
831,1,-13,23.712,-1.118,2.379
831,2,13,11.856,1.032,-0.594
831,3,-13,11.763,-0.046,-0.635
831,4,11,0.012,-7.136,2.698
831,5,-11,0.164,-6.895,2.804
832,0,-11,54.208,0.811,3.066
832,1,11,29.951,-0.406,-1.014
832,2,-13,12.776,1.112,2.971
832,3,13,2.374,-2.301,-0.641
832,4,11,0.175,-0.860,1.324
832,5,-11,0.092,-0.867,1.311
832,6,11,0.020,-0.522,2.215
832,7,-11,0.134,-0.447,1.856
833,0,11,41.625,2.757,-2.990
833,1,-11,46.032,1.546,1.373
833,2,13,9.716,1.094,2.638
833,3,-13,17.833,1.729,-2.105
833,4,11,0.038,-4.178,1.920
833,5,-11,0.034,-4.298,0.913
834,0,-13,36.559,0.106,0.150
834,1,13,54.289,1.920,-0.046
834,2,13,10.301,1.464,-1.578
834,3,-13,33.528,0.801,0.098
834,4,11,0.058,1.229,1.048
834,5,-11,0.065,0.469,0.828
835,0,13,6.834,1.587,2.405
835,1,-13,39.287,1.494,0.630
835,2,11,26.478,1.854,-2.213
835,3,-11,63.993,0.915,0.633
836,0,11,11.933,-0.102,3.019
836,1,-11,4.248,-2.605,-2.888
836,2,11,30.084,-1.047,-0.226
836,3,-11,26.391,-3.076,-1.813
837,0,-11,14.035,0.973,0.588
837,1,11,7.932,2.331,1.007
837,2,-13,33.388,2.702,2.787
837,3,13,30.755,3.338,-1.111
837,4,13,2.092,3.454,-1.659
837,5,11,0.018,4.924,1.419
837,6,-11,0.096,4.986,1.577
837,7,11,0.290,-1.422,0.969
837,8,-11,0.293,-1.355,0.923
838,0,13,42.796,-0.622,2.767
838,1,-13,2.825,3.387,-2.020
838,2,13,13.973,-0.204,1.995
838,3,-13,22.812,0.106,-0.033
838,4,11,0.010,5.460,2.266
838,5,-11,0.111,5.136,-2.217
839,0,11,30.979,1.613,-2.180
839,1,-11,28.738,3.330,0.506
839,2,11,18.947,2.153,2.578
839,3,-11,16.563,2.848,1.805
840,0,11,10.216,-1.438,-1.612
840,1,-11,14.610,0.465,-2.416
840,2,11,37.435,-0.847,2.177
840,3,-11,51.256,-0.705,-0.811
840,4,11,0.209,8.082,2.972
840,5,-11,0.021,7.815,2.547
840,6,11,0.090,-0.282,2.537
840,7,-11,0.035,-0.287,2.510
841,0,11,54.658,2.172,0.074
841,1,-11,16.981,0.171,2.484
841,2,-13,8.802,0.880,-2.841
841,3,13,15.512,0.742,-0.825
841,4,11,0.487,-1.134,-2.052
841,5,-11,0.098,-1.090,-1.996
841,6,13,0.261,-1.181,-2.931
841,7,-13,0.077,-0.544,-1.500
841,8,11,0.025,3.229,-0.452
841,9,-11,0.008,2.543,-2.713
842,0,-11,34.704,-1.136,-0.529
842,1,11,4.529,-2.265,-2.698
842,2,13,39.873,0.092,-0.961
842,3,-13,4.874,-3.625,0.966
843,0,13,10.776,0.859,0.073
843,1,-13,47.640,-1.931,1.491
843,2,-13,7.963,-1.987,-2.247
843,3,13,27.916,-0.952,1.026
843,4,11,0.775,-0.766,-2.269
843,5,-11,0.077,-0.717,-2.310
844,0,11,16.574,-1.064,-1.427
844,1,-11,13.642,-0.999,1.448
844,2,11,35.295,-1.730,-2.672
844,3,-11,53.473,-1.391,0.405
845,0,13,48.297,-1.619,-0.772
845,1,-13,27.625,-0.561,1.468
845,2,11,8.363,-2.682,0.290
845,3,-11,17.197,-2.368,-3.063
846,0,13,13.183,-2.490,0.622
846,1,-13,10.175,-2.258,-0.669
846,2,11,38.504,-1.085,-0.991
846,3,-11,43.039,-1.648,2.558
846,4,11,0.241,-4.850,-1.676
846,5,-11,0.035,-4.916,-1.790
846,6,11,0.202,1.893,2.264
846,7,-11,0.013,2.121,2.414
847,0,-13,3.498,-0.580,-1.592
847,1,13,24.243,0.408,-2.258
847,2,11,58.991,0.815,-0.545
847,3,-11,31.250,0.099,2.332
847,4,11,0.091,4.236,-1.888
847,5,-11,0.215,4.271,-1.790
847,6,11,0.025,-3.032,0.274
847,7,-11,0.028,-2.669,0.102
848,0,11,46.259,0.037,-2.033
848,1,-11,41.422,-0.589,0.791
848,2,-11,10.059,0.313,1.055
848,3,11,18.585,-0.352,2.547
848,4,11,0.251,-2.508,0.434
848,5,-11,0.583,-2.504,0.447
848,6,11,0.577,0.285,-0.930
848,7,-11,0.181,0.486,-0.868
848,8,11,0.042,-4.558,-0.229
848,9,-11,0.211,-4.712,0.142
849,0,13,15.461,3.557,1.919
849,1,-13,5.212,1.920,-0.761
849,2,13,27.599,4.058,2.259
849,3,-13,71.573,3.357,-0.295
850,0,-13,7.057,-4.803,2.777
850,1,13,7.994,-1.849,-3.119
850,2,-11,38.706,-2.232,0.164
850,3,11,36.274,-3.321,-2.691
850,4,-13,0.228,-3.603,1.114
850,5,11,0.008,6.121,1.772
850,6,-11,0.081,4.491,0.679
851,0,11,18.077,1.662,2.963
851,1,-11,25.149,0.121,0.644
851,2,13,19.873,1.753,-0.441
851,3,-13,39.372,0.527,-2.986
851,4,13,0.380,7.461,-2.016
851,5,-13,0.409,7.376,0.476
851,6,11,0.038,-4.038,-1.820
851,7,-11,0.069,-3.993,-1.524
852,0,13,41.189,-2.832,-2.341
852,1,-13,13.231,-5.473,-0.156
852,2,11,16.056,-2.817,-0.773
852,3,-11,3.867,-1.849,1.095
852,4,11,0.094,1.494,-0.510
852,5,-11,0.027,1.466,-0.491
852,6,11,0.216,-0.368,-1.416
852,7,-11,0.262,-0.048,-1.165
853,0,-13,49.948,-0.010,-1.388
853,1,13,5.349,-0.270,2.965
853,2,-13,41.991,-1.057,-1.876
853,3,13,47.615,0.587,-2.106
853,4,11,0.317,-0.492,0.333
854,0,-11,11.992,-0.196,-1.986
854,1,11,10.485,-1.229,-2.741
854,2,11,30.008,0.070,1.495
854,3,-11,30.588,-2.155,3.016
854,4,11,0.186,-1.239,2.349
854,5,-11,0.447,-1.245,2.348
854,6,11,0.141,-2.569,0.201
854,7,-11,0.238,-2.580,0.206
854,8,11,0.107,-0.588,-2.009
854,9,-11,0.024,-0.009,-1.455
854,10,11,0.033,-1.752,-0.455
854,11,-11,0.087,-2.845,-1.028
855,0,13,17.209,0.961,-1.356
855,1,-13,17.663,-2.272,1.574
855,2,-11,14.882,-0.866,-2.660
855,3,11,12.235,0.453,2.707
856,0,13,32.061,-0.169,-2.490
856,1,-13,44.490,1.045,1.046
856,2,13,5.575,-0.479,-1.132
856,3,-13,29.209,0.604,2.336
856,4,-11,0.273,-4.191,1.121
856,5,11,0.016,-2.191,0.222
856,6,-11,0.024,-1.302,-2.956
856,7,11,0.746,-2.961,-2.145
857,0,13,21.936,0.692,-0.513
857,1,-13,9.310,1.784,-0.486
857,2,13,15.583,-1.057,2.641
857,3,-13,17.468,2.312,-1.147
857,4,11,0.029,5.051,-0.642
857,5,-11,0.004,4.593,-0.874
857,6,11,0.060,2.972,-2.562
857,7,-11,0.020,2.862,-2.584
858,0,11,17.481,-3.778,0.730
858,1,-11,17.427,-0.569,-2.003
858,2,-11,19.303,-1.903,0.788
858,3,11,9.580,-3.370,1.939
859,0,11,54.983,-2.396,-0.636
859,1,-11,34.188,-1.901,2.747
859,2,11,20.799,-1.579,-0.639
859,3,-11,11.183,-3.068,-2.514
859,4,11,0.225,-2.061,2.459
859,5,-11,0.737,-2.175,2.337
860,0,-13,23.448,-1.824,-1.273
860,1,13,11.542,-1.853,0.788
860,2,-11,17.567,-2.765,2.626
860,3,11,58.001,-2.059,-1.499
860,4,11,0.046,3.396,0.380
860,5,-11,0.029,3.405,0.380
861,0,-13,102.143,1.614,-1.236
861,1,13,26.371,1.236,0.733
861,2,-13,6.772,1.448,0.731
861,3,13,11.116,0.113,-1.952
861,4,11,0.018,1.485,-3.028
861,5,-11,0.091,1.513,3.046
862,0,11,26.404,2.438,-0.581
862,1,-11,23.862,2.264,2.914
862,2,13,14.576,2.285,-2.478
862,3,-13,54.625,1.365,2.075
862,4,11,0.129,-2.645,-0.723
862,5,-11,0.376,-2.705,-0.787
862,6,11,0.004,-0.306,-1.175
862,7,-11,0.247,0.834,2.169
863,0,11,4.319,1.608,-1.031
863,1,-11,7.959,-3.799,-3.075
863,2,13,1.289,1.279,2.262
863,3,-13,24.869,-2.057,2.368
864,0,11,7.116,-1.543,0.705
864,1,-11,23.645,-1.795,-1.516
864,2,13,49.977,-2.543,-2.973
864,3,-13,45.585,-2.693,-0.625
864,4,11,0.425,3.612,-2.520
864,5,-11,0.729,3.609,-2.519
